emp_no,dept_no,dept_name,first_name,last_name,gender,hire_date,salary,title
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,43378,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,46251,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,49909,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,54186,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,58365,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,59562,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,60551,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,64372,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,64646,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,66520,"Senior Staff"
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,40000,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,43378,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,46251,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,49909,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,54186,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,58365,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,59562,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,60551,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,64372,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,64646,Staff
14394,d009,"Customer Service",Kinh,Zaumen,F,1991-10-30,66520,Staff
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,40000,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,41845,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,45949,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,47755,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,49532,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,51762,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,53139,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,55304,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,56710,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,60424,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,63019,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,65040,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,66307,Engineer
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,40000,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,41845,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,45949,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,47755,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,49532,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,51762,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,53139,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,55304,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,56710,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,60424,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,63019,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,65040,"Senior Engineer"
14410,d009,"Customer Service",Chuanti,Emden,F,1990-02-22,66307,"Senior Engineer"
14421,d009,"Customer Service",Ekawit,Bharadwaj,F,1995-12-24,69562,"Senior Staff"
14421,d009,"Customer Service",Ekawit,Bharadwaj,F,1995-12-24,71776,"Senior Staff"
14421,d009,"Customer Service",Ekawit,Bharadwaj,F,1995-12-24,76101,"Senior Staff"
14421,d009,"Customer Service",Ekawit,Bharadwaj,F,1995-12-24,79938,"Senior Staff"
14421,d009,"Customer Service",Ekawit,Bharadwaj,F,1995-12-24,81679,"Senior Staff"
14421,d009,"Customer Service",Ekawit,Bharadwaj,F,1995-12-24,82686,"Senior Staff"
14421,d009,"Customer Service",Ekawit,Bharadwaj,F,1995-12-24,82854,"Senior Staff"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,72880,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,72898,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,75965,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,80440,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,83358,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,87854,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,87499,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,88560,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,92828,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,93270,Engineer
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,72880,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,72898,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,75965,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,80440,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,83358,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,87854,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,87499,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,88560,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,92828,"Senior Engineer"
14438,d009,"Customer Service",Tokuyasu,Gladwell,M,1993-06-02,93270,"Senior Engineer"
14447,d009,"Customer Service",Prodip,Denos,F,1986-10-22,40000,Engineer
14447,d009,"Customer Service",Prodip,Denos,F,1986-10-22,40637,Engineer
14447,d009,"Customer Service",Prodip,Denos,F,1986-10-22,43138,Engineer
14447,d009,"Customer Service",Prodip,Denos,F,1986-10-22,44565,Engineer
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,40000,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,43627,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,47476,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,49508,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,53285,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,56042,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,56282,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,59561,"Senior Staff"
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,40000,Staff
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,43627,Staff
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,47476,Staff
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,49508,Staff
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,53285,Staff
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,56042,Staff
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,56282,Staff
14453,d009,"Customer Service",Jaewon,Paciorek,F,1989-11-17,59561,Staff
14463,d009,"Customer Service",Kenroku,Showalter,M,1987-10-26,40000,Staff
14463,d009,"Customer Service",Kenroku,Showalter,M,1987-10-26,43661,Staff
14463,d009,"Customer Service",Kenroku,Showalter,M,1987-10-26,46280,Staff
14463,d009,"Customer Service",Kenroku,Showalter,M,1987-10-26,49537,Staff
14463,d009,"Customer Service",Kenroku,Showalter,M,1987-10-26,50965,Staff
14464,d009,"Customer Service",Christoper,Binding,M,1994-12-30,54508,Staff
14464,d009,"Customer Service",Christoper,Binding,M,1994-12-30,56699,Staff
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,40000,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,39574,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,40368,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,40632,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,42300,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,44332,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,43990,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,46187,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,49472,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,52341,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,53596,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,54752,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,54649,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,57296,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,61255,"Senior Staff"
14474,d009,"Customer Service",Taiji,Ferretti,F,1986-08-25,62382,"Senior Staff"
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,60770,Staff
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,63037,Staff
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,64721,Staff
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,68046,Staff
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,69774,Staff
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,71852,Staff
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,75477,Staff
14490,d009,"Customer Service",Tran,Azulay,F,1994-09-27,76611,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,40000,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,43460,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,44427,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,47887,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,48029,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,50928,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,54726,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,58463,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,61132,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,61548,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,62200,"Senior Staff"
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,40000,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,43460,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,44427,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,47887,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,48029,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,50928,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,54726,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,58463,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,61132,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,61548,Staff
14504,d009,"Customer Service",Lidong,Sidje,F,1990-01-15,62200,Staff
14532,d009,"Customer Service",Duangkaew,Docker,F,1994-07-21,52081,Staff
14532,d009,"Customer Service",Duangkaew,Docker,F,1994-07-21,56499,Staff
14532,d009,"Customer Service",Duangkaew,Docker,F,1994-07-21,56829,Staff
14532,d009,"Customer Service",Duangkaew,Docker,F,1994-07-21,60185,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,48822,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,49438,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,53195,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,53747,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58113,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58767,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58915,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58421,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,59396,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,60467,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,64861,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,66162,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,69735,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,71970,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,75894,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,78772,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,80276,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,82064,"Senior Staff"
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,48822,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,49438,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,53195,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,53747,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58113,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58767,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58915,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,58421,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,59396,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,60467,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,64861,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,66162,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,69735,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,71970,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,75894,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,78772,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,80276,Staff
14542,d009,"Customer Service",Keiichiro,Navazio,M,1985-06-16,82064,Staff
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,40000,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,42148,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,42905,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,44493,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,47749,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,50393,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,51625,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,54255,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,55797,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,55433,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,56228,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,57158,"Senior Staff"
14563,d009,"Customer Service",Xuejia,Douceur,F,1989-08-08,57220,"Senior Staff"
14565,d009,"Customer Service",Edwin,Kroft,M,1985-10-06,75176,"Senior Staff"
14565,d009,"Customer Service",Edwin,Kroft,M,1985-10-06,78231,"Senior Staff"
14565,d009,"Customer Service",Edwin,Kroft,M,1985-10-06,82027,"Senior Staff"
14565,d009,"Customer Service",Edwin,Kroft,M,1985-10-06,84324,"Senior Staff"
14565,d009,"Customer Service",Edwin,Kroft,M,1985-10-06,86615,"Senior Staff"
14565,d009,"Customer Service",Edwin,Kroft,M,1985-10-06,86697,"Senior Staff"
14565,d009,"Customer Service",Edwin,Kroft,M,1985-10-06,89871,"Senior Staff"
14589,d009,"Customer Service",Shawna,Narahari,M,1991-03-15,40000,Staff
14589,d009,"Customer Service",Shawna,Narahari,M,1991-03-15,42535,Staff
14589,d009,"Customer Service",Shawna,Narahari,M,1991-03-15,44715,Staff
14589,d009,"Customer Service",Shawna,Narahari,M,1991-03-15,48536,Staff
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,41352,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,42594,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,44478,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,46477,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,48124,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,50786,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,51033,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,52873,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,52804,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,57001,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,59379,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,62919,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,65688,"Senior Staff"
14600,d009,"Customer Service",Jayson,Cairo,F,1988-07-05,68775,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,40000,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,40791,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,41835,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,44412,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,44565,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,46475,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,46865,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,47934,"Senior Staff"
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,40000,Staff
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,40791,Staff
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,41835,Staff
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,44412,Staff
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,44565,Staff
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,46475,Staff
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,46865,Staff
14601,d009,"Customer Service",Cedric,Soicher,F,1994-09-30,47934,Staff
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,40000,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,42670,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,43879,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,45000,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,45299,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,48405,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,49170,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,53174,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,55083,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,56177,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,58452,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,62690,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,66465,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,69458,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,73164,Engineer
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,40000,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,42670,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,43879,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,45000,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,45299,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,48405,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,49170,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,53174,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,55083,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,56177,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,58452,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,62690,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,66465,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,69458,"Senior Engineer"
14605,d009,"Customer Service",Kellyn,Cools,M,1988-03-12,73164,"Senior Engineer"
14634,d009,"Customer Service",Shirish,Lamba,F,1989-05-08,46360,"Technique Leader"
14634,d009,"Customer Service",Shirish,Lamba,F,1989-05-08,50176,"Technique Leader"
14634,d009,"Customer Service",Shirish,Lamba,F,1989-05-08,51981,"Technique Leader"
14634,d009,"Customer Service",Shirish,Lamba,F,1989-05-08,54682,"Technique Leader"
14634,d009,"Customer Service",Shirish,Lamba,F,1989-05-08,56084,"Technique Leader"
14634,d009,"Customer Service",Shirish,Lamba,F,1989-05-08,57528,"Technique Leader"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,40000,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,40859,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41003,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41247,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41690,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41608,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,45776,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,48003,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,52190,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,53014,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,56161,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,55735,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,58367,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,58423,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,62118,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,65068,"Senior Staff"
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,40000,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,40859,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41003,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41247,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41690,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,41608,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,45776,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,48003,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,52190,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,53014,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,56161,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,55735,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,58367,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,58423,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,62118,Staff
14649,d009,"Customer Service",Nigel,Parfitt,M,1986-06-12,65068,Staff
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,44660,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,45569,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,47302,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,51705,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,53485,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,56330,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,58814,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,59513,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,62931,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,64522,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,65904,"Senior Staff"
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,44660,Staff
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,45569,Staff
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,47302,Staff
14651,d009,"Customer Service",Bedrich,Hopewell,F,1988-01-07,51705,Staff
